Date,Location / Operator,Manufacturer 1,Aircraft Type 1,Manufacturer 2,Aircraft Type 2,Occupants,Occupant Fatalities,Ground Fatalities
18-Oct-01,"Anchorage, Alaska ERA Aviation - Air Taxi",bell,bell 206l,,,5,3,0
12-Nov-01,"Belle Harbor, Queens, New York American Airlines",airbus,airbus a-300-605r,,,260,260,5
19-Nov-01,"Kalyazin, Russia Charter - IRS Aero",ilyushin,ilyushin 18v,,,27,27,0
22-Nov-01,"Pittsburgh, Pennsylvania Universal Jet Aviation",learjet,learjet 25b,,,2,2,0
23-Nov-01,"Palade, Estonia ELK Aviation Co. (leased from Eminex)",antonov,antonov an-28,,,17,2,0
24-Nov-01,"Birchwil, Switzerland Crossair",british aerospace,british aerospace avro rj100,,,33,24,0
27-Nov-01,"Port Harcourt, Nigeria MK Airlines",boeing,boeing 747-246f,,,13,1,0
1-Dec-01,"Near Novaya Inya , Russia Military - Russian, cargo",ilyushin,ilyushin il- 76td,,,18,18,0
14-Dec-01,"Geti, Democratic Republic Congo Eagle Air",let,let 410a,,,6,6,0
16-Dec-01,"Near Medellin, Colombia Heliandes",let,let 410uvp-e,,,16,16,0
26-Dec-01,"Bremerhaven, Germany BAL Bremerhaven Airline",britten-norman,britten-norman bn-2b trislander,,,9,8,0
4-Jan-02,"Birmingham, England Agco Corp",canadair,canadair cl-604,,,5,5,0
9-Jan-02,"Shamsi AFB, Pakistan Military - U.S. Air Force",lockheed,lockheed hercules kc-130r,,,7,7,0
14-Jan-02,"Bilbao, Spain Ibertrans Aérea",embraer,embraer emb-120 brasilia,,,3,3,0
15-Jan-02,"Chilpancingo, Mexico Procuraduría General de la República",de havilland,de havilland dhc-6 twin otter 300,,,17,5,0
16-Jan-02,"Near Solo, Indonesia Garuda Indonesia Airlines",boeing,boeing b-737-3q8,,,62,1,0
17-Jan-02,"Near La Bonita, Ecuador Petroproducción",fairchild,fairchild fh-227e,,,26,26,0
27-Jan-02,"Near Luena, Angola Military - Angolan Air Force",antonov,antonov an-12,,,40,5,0
28-Jan-02,"Near Ipiales, Colombia TAME",boeing,boeing b-727-134,,,92,92,0
12-Feb-02,"Near Khorramabed, Iran Iran Air Tours",tupolev,tupolev tu-154,,,117,117,0
15-Feb-02,"Monrovia, Liberia Tiramavia",antonov,antonov 12bp,,,10,1,0
21-Feb-02,"Lakhta, Russia Military - Russian Navy",antonov,antonov an-26,,,20,17,0
22-Feb-02,"Off Dumaguete, Philippines Military - U.S. Army",boeing,boeing mh-47 chinook helicopter,,,10,10,0
9-Mar-02,"Monte Rotondo, Italy Svedijos Prekés",antonov,antonov 2tp,,,3,3,0
14-Mar-02,"Near Placetas, Cuba Charter - Aerotaxi",antonov,antonov an-2,,,17,17,0
17-Mar-02,"Off Djibouti, Republic of Djibouti Djibouti Airlines",let,let 410uvp-e,,,4,4,0
12-Apr-02,"Palma de Mallorca, Spain Tadair",swearingen,swearingen sa.227ac metro iii,,,2,2,0
15-Apr-02,"Busan, South Korea Air China",boeing,boeing b-767-200er,,,166,128,0
19-Apr-02,"Popayán, Colombia SELVA Colombia",antonov,antonov an-32a,,,8,3,0
28-Apr-02,"Near Abakan, Russia Private",mil,mil mi-8 helicopter,,,20,8,0
4-May-02,"Kano, Nigeria EAS Airlines (Executive Airline Services)",bac,bac one-eleven 525ft,,,77,74,78
7-May-02,"Near Tunis, Tunisia EgyptAir",boeing,boeing b-737-566,,,62,14,0
7-May-02,"Off Dalian, China China Northern Airlines",mcdonnell douglas,mcdonnell douglas md-82,,,112,112,0
21-May-02,"Near Calabar, Nigeria Sky Executive Air Services",let,let 410uvp,,,5,5,0
25-May-02,"Off Penghu Island, Taiwan China Airlines (Taiwan)",boeing,boeing b-747-209b,,,225,225,0
25-May-02,"Near Nabire, Indonesia Trigana Air Service",de havilland canada,de havilland canada dhc-6 twin otter 300,,,6,6,0
1-Jun-02,"George, South Africa Airquarius Aviation - Charter",hawker siddeley,hawker siddeley hs-748-372,,,3,3,0
2-Jun-02,"Near Ndalatando, Angola Military - Angolan Armed Forces",,mi-17,,,25,20,0
12-Jun-02,"Near Gardez, Afghanistan Military - U.S. Air Force",lockheed,lockheed mc-130h hercules,,,10,3,0
1-Jul-02,"Uberlingen, Germany Bashkirian Airlines / DHL Worldwide Express",tupolev,tupolev tu-154m,boeing,boeing b-757-23apf,71,71,0
4-Jul-02,"Bangui, Central African Republic Prestige Airlines (Cargo) Charter",boeing,boeing b-707-123b,,,27,27,0
16-Jul-02,"Near Long Barai, Indonesia Sabang Merauke Raya Air Charter",britten-norman,britten-norman bn-2a islander,,,10,10,0
16-Jul-02,"Off Cromer, Norfork, England Bristow Helicopters",sikorsky,sikorsky s-76a,,,11,11,0
17-Jul-02,"Surkhet, Nepal Skyline Airways",de havilland canada,de havilland canada dhc-6 twin otter 300,,,4,4,0
27-Jul-02,"Lviv, Ukraine Military - Ukraine Air Force",sukhoi,sukhoi su-27,,,2,0,85
28-Jul-02,"Moscow, Russia Pulkovo Aviation Enterprise",ilyushin,ilyushin il-86,,,16,14,0
7-Aug-02,"Caguas, Puerto Rico Military - U.S. Air Force",lockheed,lockheed mc-130h hercules,,,10,10,0
15-Aug-02,"Kadjuduwa Watta, Sri Lanka Military - Sri Lanka Air Force",yunshuji,yunshuji y-8d,,,5,5,0
19-Aug-02,"Khankala, Chechnya Military - Russian Air Force",mil,mil mi-26,,,147,121,0
22-Aug-02,"Pokhara, Nepal Shangri La Air",de havilland canada,de havilland canada dhc-6-300 twin otter,,,18,18,0
29-Aug-02,"Near Ayan, Russia Vostok Aviakompania",antonov,antonov an-28,,,16,16,0
30-Aug-02,"Rio Branco, Brazil Rico Taxi Aéreo",embraer,embraer 120er brasilia,,,31,23,0
14-Sep-02,"Paranapanema, Sao Paulo, Brazil Total Air Lines",atr,atr 42-300,,,2,2,0
28-Sep-02,"Near Natashquan, Quebec, Canada Deraps Aviation",de havilland canada,de havilland canada dhc-3 otter,,,4,3,0
1-Oct-02,"Vasco, India Military - Indian Navy",ilyushin,ilyushin il-38,ilyushin il-,ilyushin il-38 in302,12,12,5
6-Nov-02,"Near Niederanven, Luxembourg Luxair",fokker,fokker 50,,,22,20,0
7-Nov-02,"Tarakan, Indonesia Dirgantara Air Services",britten-norman,britten-norman bn-2a-21,,,10,7,0
8-Nov-02,"Taos, New Mexico Richmor Aviation",iai,iai 1124a westwind,,,2,2,0
11-Nov-02,"Manila, Philippines Laoag International Airlines",fokker,fokker f27 friendship 100,,,34,19,0
28-Nov-02,"Masai Mara Game Reserve, Kenya Eagle Aviation",let,let 410uvp-e20,,,20,1,0
13-Dec-02,"Gohu Airstrip, Papua New Guinea Island Airways Ltd.",britten-norman,britten-norman bn-2a-26 islander,,,8,8,0
17-Dec-02,"Rockford, Illinois Planemasters",cessna,cessna 208b caravan i super cargomaster,,,1,1,0
21-Dec-02,"Off Pachao Tao, Taiwan Transasia Airways",aérospatiale,aérospatiale/aeritalia atr-72-202,,,2,2,0
23-Dec-02,"Near Isfanan, Iran Aeromist-Kharkiv",antonov,antonov an-140,,,44,44,0
26-Dec-02,"Curitiba, Brazil Military - Brazilian Air Force",embraer,embraer-110 c-95b bandeirante,,,16,3,0
27-Dec-02,"Anjouan, Comoros Islands Ocean Airlines",let,let 410uvp,,,16,1,0
8-Jan-03,"Charlotte, North Carolina US Air Express/Air Midwest",beechcraft,beechcraft be-1900d,,,21,21,0
8-Jan-03,"Diyarbakir, Turkey Turkish Airlines (THY)",british aerospace,british aerospace avro rj-100,,,80,75,0
9-Jan-03,"Near Chachapoyas, Peru TANS Airlines",fokker,fokker 28 fellowship 1000,,,46,46,0
17-Jan-03,"Near Ndjolé, Gabon Aerocom",antonov,antonov 24b,,,7,7,0
24-Jan-03,"Busia, Kenya African Commuter Services",grumman,grumman g-159 gulfstream i,,,13,3,0
31-Jan-03,"Baucau, East Timor Euro Asia Aviation",ilyushin,ilyushin ii-76td,,,6,6,0
7-Feb-03,"Near Agadir, Morocco Volare Aviation Enterprise",antonov,antonov 12bp,,,8,8,0
10-Feb-03,"Tallinn, Estonia Enimex",antonov,antonov an-28,,,3,2,0
16-Feb-03,"Ferguson, Kentucky Air Taxi - Great Northern Aircraft Co.",cessna,cessna 421,,,7,3,0
19-Feb-03,"Near Shahdad, Iran Military - Islamic Revolution's Guards Corps",ilyushin,ilyushin il-76md,,,275,275,0
20-Feb-03,"Near Kohat, Pakistan Military - Pakistan Air Force",fokker,fokker f-27 friendship 200,,,17,17,0
1-Mar-03,"Near Barki, Russia Private - Kabanov - skydiving",let,let l-410uvp,,,25,11,0
6-Mar-03,"Tamanrasset, Algeria Air Algerie",boeing,boeing b-737-2t4,,,103,102,0
27-Mar-03,"Mulia, Indonesia PT Air Regional",de havilland canada,de havilland canada dhc-6 twin otter,,,16,4,0
28-Mar-03,"New Vienna, Iowa Morris Hancock Flying Club - Charter",beechcraft,beechcraft a36,,,3,3,0
8-May-03,"Near Kinshasa, Congo Ukrainian Cargo Airlines - Congolese Army Charter",ilyushin,ilyushin 76,,,200,129,0
26-May-03,"Near Macka, Turkey Ukranian-Mediterranean Airlines",yakovlev,yakovlev 42d,,,75,75,0
28-May-03,"Talkeetna, Alaska McKinley Air Service - Air Taxi",cessna,cessna 185,,,4,4,0
1-Jun-03,"Milan, Italy Eurojet Italila",learjet,learjet 45,,,2,2,0
4-Jun-03,"Near Oiapoque, Brazil Air Taxi - Marco Zero Air Taxi",emb ,emb 721c sertanejo,,,5,5,0
6-Jun-03,"Christchurch, New Zealand Charter - Air Adventures New Zealand Ltd",piper,piper pa-31-350 navajo chieftain,,,10,8,0
11-Jun-03,"Belo Horizonte, Brazil Astro Air Taxi",embraer,embraer 820c navajo,,,4,4,0
15-Jun-03,"Volcano, Hawaii Paradise Tour Helicopters",mcdonnell douglas,mcdonnell douglas 369d,,,4,4,0
22-Jun-03,"Near Brest, France Brit Air",canadair,canadair crj-100er,,,24,1,0
25-Jun-03,"Near Rudshour, Iran Military - Islamic Republic of Iran Air Force",lockheed,lockheed c-130 hercules,,,7,7,0
25-Jun-03,"Anchor Point, Alaska Hallo Bay Air - Air Taxi",cessna,cessna 180h,,,3,3,0
26-Jun-03,"Near Rooisand Desert Ranch, Namibia Comvac Aviation",cessna,cessna 208b grand caravan,,,4,4,0
30-Jun-03,"Blida, Algeria Military - Algerian Air Force",lockheed,lockheed c-130h hercules,,,4,4,11
1-Jul-03,"Belem, Para, Brazil Heringer Air Taxi",mitsubishi,mitsubishi mu 2b 35,,,4,4,0
5-Jul-03,"Macaé, Rio de Janeiro, Brazil BHS - Brazilian Helicopter Services",sikorsky,sikorsky s 76 a,,,5,5,0
8-Jul-03,"Port Sudan, Sudan Sudan Airways",boeing,boeing 737-2j8c,,,117,117,0
13-Jul-03,"Off Treasure Cay, Bahamas Air Sunshine",cessna,cessna 402c,,,10,2,0
13-Jul-03,"Near San Cristobal, Venezuela Ruiban & Duran Compania Aérea",let,let 410uvp-e,,,10,4,0
19-Jul-03,"Mount Kenya, Kenya Ryan Blake Air Charter",swearingen,swearingen sa-226t metro ii,,,14,14,0
23-Jul-03,"Waialeale,Kauai, Hawaii Jack Harter Helicopters",bell,bell 206b,,,5,5,0
4-Aug-03,"Groton, Connecticut Jet Pro",learjet,learjet 35a,,,2,2,0
8-Aug-03,"Tocomita, Venezuela Servicios Aeronauticos Sucre (SASCA)",cessna,cessna 208b grand caravan,,,16,1,0
17-Aug-03,"Near Barrow, Alaska Hageland Aviation Services Inc.",reims aviation,reims aviation 406,,,2,2,0
20-Aug-03,"Kamchatka Peninsula, Russia Khalatyrka",mil,mil mi-8 helicopter,,,20,20,0
24-Aug-03,"Cap Haitien, Haiti Tropical Airways",let,let 420uvp-e,,,21,21,0
26-Aug-03,"Off Hyannis, Massachusetts US Airways Express",beechcraft,beechcraft 1900d,,,2,2,0
11-Sep-03,"Near Summer Beaver, Canada Wasaya Airways",cessna,cessna 208b grand caravan,,,8,8,0
19-Sep-03,"Del Rio, Texas Ameristar Jet Charter",learjet,learjet 25b,,,2,1,0
19-Sep-03,"Near La Quemada, Mexico Military - Mexican Air Force",lockheed,lockheed c-130a hercules,,,6,6,0
20-Sep-03,"Near Meadview, Arizona Sundance Helicopters",aérospatiale,aérospatiale as350ba,,,7,7,0
27-Sep-03,"Gaspé, Quebec, Canada Les Ailes de Gaspé Inc.",piper,piper pa31-310,,,3,3,0
3-Oct-03,"Off Waikanae, New Zealand Air Freight New Zealand",convair,convair cv-580f,,,2,2,0
3-Oct-03,Sao Gabriel de Cachoeria Air taxi - Rumo Notre Air Taxi,emb ,emb 721c sertanejo,,,4,4,0
11-Oct-03,"Uriman, Venezuela Transmandu",antonov,antonov an-2tp,,,2,1,0
26-Oct-03,"Buenos Aires, Argentina CATA Linea Aerea",fairchild,fairchild hiller fh-227b,,,5,5,0
27-Oct-03,"Tampico, Mexico Aeroextra",hawker,hawker 800a,,,3,3,0
29-Oct-03,"Cody, Wyoming FedEx",cessna,cessna 208b caravan i super cargomaster,,,1,1,0
2-Nov-03,"Near Hasi, Iraq Military - U.S. Army",boeing,boeing ch-47 chinook,,,36,15,0
8-Nov-03,"200 miles NE of Derby, Australia Heliwork WA Pty Ltd. - Air Taxi",robertson,robertson r44 helicopter,,,4,4,0
8-Nov-03,"Near Ogle, Guyana Trans Guyana Airways",short,shorts sc-7 skyvan 3m variant 100,,,7,2,0
15-Nov-03,"Mosul, Iraq Military - U.S. Army",sikorsky,sikorsky uh-60 black hawk,sikorsky,sikorsky uh-60 black hawk,22,17,0
29-Nov-03,"Spokane, Washington Ameriflight",swearingen,swearingen sa227at merlin ivc,,,1,1,0
29-Nov-03,"Boende, Congo Military - Congolese Air Force",antonov,antonov an-26,,,24,20,13
16-Dec-03,"Jellicoe, Ontario, Canada Huron Air",de havilland,de havilland dhc-3 otter,,,3,2,0
18-Dec-03,"Mitu, Colombia Líneas Aéreas Suramericanas",douglas,douglas dc-9-15f,,,3,3,0
23-Dec-03,"Helendale, California Pavair",learjet,learjet 24b,,,2,2,0
25-Dec-03,"Cotonou, Benin Union des Transports Aeriens de Guinee",boeing,boeing b-727-223,,,161,140,0
3-Jan-04,"Off Sharm el Sheikh, Egypt Flash Air",boeing,boeing b-737-3q8,,,148,148,0
13-Jan-04,"Tashkent, Uzbekistan Uzbekistan Airways",yakovlev,yakovlev yak-40,,,37,37,0
6-Feb-04,"Bitonja, Bosnia-Herzegovina Military - Government of Macedonia",beechcraft,beechcraft super king air 200,,,9,9,0
10-Feb-04,"Sharjah, United Arab Emirates Kish Airlines",fokker,fokker f-50,,,46,43,0
4-Mar-04,"Bakou, Azerbaijan  Bakou, Azerbaijan Azov Avia Airlines",ilyushin,ilyushin ii-76,,,7,3,0
16-Mar-04,"Tonopah, Nevada Military - United States Air Force",beechcraft,beechcraft 1900c,,,5,5,0
21-Mar-04,"Pyote, Texas Air Ambulance - Med-Trans Corp.",bell,bell 407,,,5,4,0
2-May-04,"Near Milpillas, Mexico Procuradoria General de la Republica",rockwell,rockwell gulfstream jetprop 840,,,7,7,0
5-May-04,"Carepa, Colombia Aerotransportes Petroleros",swearingen,swearingen sa227ac metro iii,,,7,3,0
6-May-04,"Jiech, Sudan Charter - Air Cush",let,let 410uvp,,,10,6,0
11-May-04,"Dalang, Sudan El Magal Aviation",antonov,antonov an-12,,,7,7,0
14-May-04,"Near Manaus, Brazil Rico Linhas Aereas",embraer,embraer 120er brasilia,,,33,33,0
18-May-04,"Urumqi, China AZAL Cargo Company",ilyushin,ilyushin ii-76td,,,7,7,0
18-May-04,"Bozoy, Kazakhstan Aray-Avia",pzl-mielec,pzl-mielec an-2r,,,12,1,0
23-May-04,"Mwingi, Kenya Blue Bird Aviation",let,let 410uvp,,,2,2,0
25-May-04,"Near Lukla, Nepal Yeti Airlines",de havilland,de havilland dhc-6 twin otter 300,,,3,3,0
8-Jun-04,"Off Libreville, Gabon Gabon Express",british aerospace,british aerospace hs-748-232 srs 2a,,,30,19,0
28-Jun-04,"Near Yengema, Sierra Leone United Nations - UTair Charter",,mi-8mtv-1,,,24,24,0
12-Jul-04,"Off Beef Island, British Virgin Islands Dodita Air Cargo",convair,convair cv-440,,,2,1,0
22-Jul-04,"Off Macaé , Rio de Janeiro , Brazil BHS - Brazilian Helicopter Service Air Taxi",sikorsky,sikorsky s 76,,,11,6,0
29-Jul-04,"Ononge, Papua New Guinea Airlines of PNG",de havilland,de havilland dhc-6 twin otter 300,,,3,2,0
13-Aug-04,"Cincinnati, Ohio Air Taroma",convair,convair cv-580,,,2,1,0
21-Aug-04,"Near Maracay, Venezuela Military - Venezuelan Air Force",short,shorts 360,,,25,25,0
24-Aug-04,"Near Rostov-on-Don, Russia Sibir Airlines",tupolev,tupolev 154b-2,,,46,46,0
24-Aug-04,"Near Toula, Russia Volga-Avia Express",tupolev,tupolev 134a-3,,,41,41,0
27-Aug-04,"Near Mc Grath, Alaska Mavrik Aire Transport",de havilland,de havilland dhc-3 otter,,,3,1,0
9-Sep-04,"Villahermosa, Mexico Jett Paqueteria SA",rockwell,rockwell ct-39a sabreliner,,,2,2,0
11-Sep-04,"Off Mount Athos, Greece Military - Greek Army",boeing,boeing ch-47d chinook,,,17,17,0
29-Sep-04,"Tortuguero lagoon, Puerto Rico Air Flamence",pilatus,pilatus-britten norman bn-2a-27 islander,,,1,1,0
5-Oct-04,"Kaduqli, Sudan Sarit Airlines",antonov,antonov an-12,,,4,4,0
14-Oct-04,"Halifax, Nova Scotia, Canada MK Airlines",boeing,boeing 747-244b-sf,,,7,7,0
14-Oct-04,"Jefferson City, Missouri Pinnacle Airlines/Northwest Airlink",canadair,canadair crj200lr regionaljet,,,2,2,0
15-Oct-04,"Near Medellin, Colombia Aerovanguardia",douglas,douglas dc-3c,,,3,3,0
16-Oct-04,"Coron Island, Philippines Pacific Air",pilatus,pilatus britten-norman bn-2a-21 islander,,,2,2,0
19-Oct-04,"Near Kirksville, Missouri Corporate Airlines (American Connection)",british aerospace,british aerospace jetstream 3201,,,15,13,0
24-Oct-04,"San Diego, California Med Flight Air Ambulance - Private",learjet,learjet 35a,,,5,5,0
24-Oct-04,"Martinsville, Virginia Private - Hendrick Motorsports Inc.",beechcraft,beechcraft 200 super king air,,,10,10,0
18-Nov-04,"Caracas, Venezuela Venezolana",british aerospace,british aerospace 3101 jetstream 31,,,21,3,0
21-Nov-04,"Baotou, Inner Mongolia, China China Eastern Airlines",bombardier,bombardier crj200,,,53,53,0
22-Nov-04,"Houston, Texas Business Jet Services",grumman,grumman gulfstream g3,,,3,3,0
27-Nov-04,"Near Bagram, Afghanstan Presidental Airways Inc. - Air Taxi",casa,casa 212-cc,,,6,6,0
28-Nov-04,"Montrose, Colorado Glow Air/Air Castle - Charter",canadair,canadair cl-601-2a12 challenger,,,6,3,0
30-Nov-04,"Solo, Indonesia Lion Air",mcdonnell douglas,mcdonnell-douglas md-82,,,163,25,0
10-Dec-04,"El Junquito, Venezuela Guardia Nacional de Venezuela",pzl-mielec,pzl-mielec m28,,,16,16,0
11-Dec-04,"Near Jeddah, Saudi Arabia Airline Transport",ilyushin,ilyushin ii-76td,,,7,1,0
11-Dec-04,"Uberaba, Brazil NHR Táxi-Aéreo",embraer,embraer emb-110 bandeirante,,,2,2,1
13-Jan-05,"Tura,Siberia, Russia Tura Air Enterprise",antonov,antonov an-2,,,9,9,0
13-Jan-05,"Manguipayan, Colombia Military - Colombian government",sikorsky,sikorsky black hawk helicopter,,,20,20,0
13-Jan-05,"Keene, New Hampshire AirNow",embraer,embraer emb-110 bandeirante,,,1,1,0
26-Jan-05,"Rutbah, Iraq Military - U.S. Marines",sikorsky,sikorsky sea stallion,,,31,31,0
27-Jan-05,"Lasi, Hungary Farnair Hungary",let,let 410uvp-e4,,,2,2,0
30-Jan-05,"Near Al Taji, Iraq Military - Royal Air Force",lockheed,lockheed hercules c.1,,,10,10,0
3-Feb-05,"Near Kabul, Afghanistan Kam Air",boeing,boeing b-737-200,,,104,104,0
3-Feb-05,"Near Khartoum, Sudan Air West",ilyushin,ilyushin 76td,,,7,7,0
16-Feb-05,"Near Pueblo, Colorado Circuit City Stores - Charter",cessna,cessna 560 citation v,,,8,8,0
22-Feb-05,"Bimin, Papua, New Guinea Missionary Aviation Fellowship",de havilland,de havilland dhc-6 twin otter 300,,,13,2,0
22-Feb-05,"Off Sarmi, Indonesia  Sarmi, Indonesia Indonesian National Police",casa,casa 212 aviocar p-2032,,,18,15,0
8-Mar-05,"Chrallave, Venezuela Air Global",cessna,cessna 500 citation i,,,2,2,0
15-Mar-05,"Off Campbeltown, United Kingdom Loganair",pilatus,pilatus-britten norman bn-2b-26 islander,,,2,2,0
16-Mar-05,"Varandey, Russia Regional Airlines",antonov,antonov 24,,,52,28,0
23-Mar-05,"Off Mwanza, Tanzania Air Transport",ilyushin,ilyushin il-76td,,,8,8,0
26-Mar-05,"El Embrujo, Providencia Island, Colombia West Caribbean Airways",,let-410uvp-e,,,14,8,0
31-Mar-05,"Near Rovie, Albania Military - U.S. Air Force",lockheed,lockheed hercules mc-130h,,,9,9,0
12-Apr-05,"Enarotali, Indonesia GT Air",de havilland canada,de havilland canada dhc-6 twin otter 100,,,18,18,0
20-Apr-05,"Tehran, Iran Saha Airline Services",boeing,boeing b-707-3j9c,,,169,3,0
21-Apr-05,"Near Baghdad, Iraq Military - Bulgarian",mil,mil mi-8,,,11,11,0
28-Apr-05,"Pisco, Peru Military - Fuerza Del Peru",let,let 410uvp,,,13,13,0
2-May-05,"Near Stratford, New Zealand Airwork NZ",swearingen,swearingen sa.227ac metro iii,,,2,2,0
5-May-05,"Near Kisangani, Democratic Republic Congo Kisangani Airlift",antonov,antonov an-26,,,11,10,0
7-May-05,"Lockhart River, Queensland, Australia Aero-Tropics",swearingen,swearingen sa-227ac metro iii,,,15,15,0
16-May-05,"El Portezulo, Argentina Transportes Aereos Don Carlos - Charter",beechcraft,beechcraft 65-a80 queenaire,,,10,10,0
18-May-05,"Mongu, Zambia Military - Zambia Air Force",yunshuji,yunshuji y-12,,,13,13,0
25-May-05,"Walungu, Congo Charter - Maniema Union (owner Victoria Air)",antonov,antonov an-12bp,,,27,27,0
2-Jun-05,"Khartoom, Sudan Marsland Aviation",antonov,antonov an-24b,,,42,7,0
16-Jul-05,"Baney, Equatorial Guinea Ecuatair",antonov,antonov an-24b,,,60,60,0
2-Aug-05,"Toronto, Canada Air France",airbus,airbus a-340,,,309,0,0
6-Aug-05,"Off Palermo, Italy Tuninter",,atr-72-202,,,39,16,0
10-Aug-05,"Off Talinn, Estonia Copterline",sikorsky,sikorsky s-76c,,,14,14,0
14-Aug-05,"Near Grammatikos, Greece Helios Airways",boeing,boeing 737-31s,,,121,121,0
16-Aug-05,"Near La Cucharita, Venezuela West Caribbean Airways",mcdonnell douglas,mcdonnell douglas md-82,,,160,160,0
23-Aug-05,"Near Pucallpa, Peru TANS Peru",boeing,boeing b-737-244,,,98,40,0
5-Sep-05,"Medan, Indonesia Mandala Airlines",boeing,boeing 737-230,,,117,99,44
5-Sep-05,"Isiro, Democtratic Republic Congo Kavatshi Airlines",antonov,antonov 26b,,,11,11,0
9-Sep-05,"Near Brazzaville, Congo Air Kasai",antonov,antonov an-26a,,,14,14,0
4-Oct-05,"Aru, Democratic Republic Cogo Wimbi Dira Airways",antonov,antonov 12v,,,100,2,0
22-Oct-05,"Lisa, Nigeria Bellview Airlines",boeing,boeing b-737-2l9,,,117,117,0
6-Dec-05,"Tehran, Iran Military - Islamic Republic of Iran Air Force",lockheed,lockheed c-130b hercules,,,94,94,14
8-Dec-05,"Chicago, Illinois Southwest Airlines",boeing,boeing b-737-7h4,,,103,0,1
10-Dec-05,"Near Port Harcourt, Nigeria Sosoliso Airlines",mcdonnell douglas,mcdonnell douglas dc-9-32,,,110,108,0
19-Dec-05,"Off Miami Beach, Florida Chalk's Ocean Airways",grumman,grumman g73t turbo mallard,,,20,20,0
23-Dec-05,"Nardaran, Azerbaijan Azerbaijan Airlines",antonov,antonov an-140-100,,,23,23,0
2-Jan-06,Near Karkov Evolga,british aerospace,british aerospace bae-125-700a,,,3,3,0
7-Jan-06,"Near Tal Afar, Iraq Military - US Army",sikorsky,sikorsky uh-60 black hawk,,,12,12,0
8-Jan-06,"Bukalaza, Uganda Service Air",antonov,antonov 12,,,6,6,0
9-Jan-06,"Near Orumiyeh, Iran Military - Iranian Revolutionary Guard Corps Air Force",dassault,dassault falcon 20,,,11,11,0
19-Jan-06,"Near Telkibanya, Hungary Military - Slovak Air Force",antonov,antonov an-24v,,,43,42,0
5-Feb-06,"Near Watertown, Wisconson Air Cargo Carriers",short,shorts 360-100 /shorts 360-300,,,3,3,0
8-Feb-06,"Near Paris, Tennessee TriCoastal Air",swearingen,swearingen sa.226tc metro ii,,,1,1,0
